Verein	ZVR-Zahl	Bezirk	Foerderung_ref	Typ	Jahr	Betrag_EUR	Quelle	Fördergegenstand — Anmerkungen	Programm	Kurzname	Verein_key
PARKEN, Verein zur Förderung experimenteller Musik im öffentlichem Raum	1294222714	16	BMKöS_BMWKMS	Beschluss	2026	20000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen			parken, verein zur förderung experimenteller musik im öffentlichem raum
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2025	30000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	BMKöS_BMWKMS	Beschluss	2025	14000.0	Transparenzportal IFG 2025	ausbezahlt: Regionale Kulturinitiativen			shizzle - kunst- und kulturverein
SHIZZLE - Kunst- und Kulturverein	818583997	17	MA7	Beschluss	2026	20000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			shizzle - kunst- und kulturverein
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2025	22000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			setzkasten, verein und werkstatt zur förderung intermedialer kunst
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	BMKöS_BMWKMS	Beschluss	2025	8000.0	Transparenzportal IFG 2025	ausbezahlt: Video- Medienkunst Förderung von Vereinen			setzkasten, verein und werkstatt zur förderung intermedialer kunst
Setzkasten, Verein und Werkstatt zur Förderung intermedialer Kunst	314108954	17	MA7	Beschluss	2026	15000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			setzkasten, verein und werkstatt zur förderung intermedialer kunst
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2025	26000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			verein für kunstvermischung
Verein für Kunstvermischung	448124582	17	BMKöS_BMWKMS	Beschluss	2025	13000.0	Transparenzportal IFG 2025	ausbezahlt: Regionale Kulturinitiativen Förderung von Kultureinrichtungen 			verein für kunstvermischung
Verein für Kunstvermischung	448124582	17	MA7	Beschluss	2026	25000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			verein für kunstvermischung
Verein für Kunstvermischung	448124582	17	BMKöS_BMWKMS	Beschluss	2026	13000.0	Transparenzportal IFG 2026	ausbezahlt: Regionale Kulturinitiativen Förderung von Kultureinrichtungen 			verein für kunstvermischung
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953936	20	MA7	Beschluss	2023	12000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Gesamtförderung Orchester & Ensembles			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953937	20	BMKöS_BMWKMS	Beschluss	2025	5000.0	Transparenzportal IFG 2025	ausbezahlt: Musik: Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953938	20	MA7	Beschluss	2026	5000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Little Rosies Improvisationsgruppe – Verein für musikalische Improvisation und Zeitgeist	1773953939	20	BMKöS_BMWKMS	Beschluss	2026	5000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen			little rosies improvisationsgruppe – verein für musikalische improvisation und zeitgeist
Antunes de Menezes Melissa	[Einzelperson]	3	MA7	Beschluss	2024	5000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik	TENDER MATTER Programm		antunes de menezes melissa
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2024	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2025	3500.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	BMKöS_BMWKMS	Beschluss	2025	5000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	BMKöS_BMWKMS	Beschluss	2022	5000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	BMKöS_BMWKMS	Beschluss	2023	5000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	BMKöS_BMWKMS	Beschluss	2024	5000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2022	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Einzelnförderungen (Projekte) Musik	cercle – konzertreihe für neue musik		aufführungen neuer musik
Aufführungen Neuer Musik	291788114	3	MA7	Beschluss	2023	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	cercle – konzertreihe für neue musik		aufführungen neuer musik
Antunes de Menezes Melissa	[Einzelperson]	[nicht dokumentiert]	MA7	Beschluss	2022	4000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Einzelnförderungen (Projekte) Musik	Tender Matter, The Future Konzertreihe		antunes de menezes melissa
snim - spontanes Netzwerk für improvisierte Musik	461480763	15	MA7	Beschluss	2022	3000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Festivals Musik	das kleine symposion und snim-Abend. Festival		snim - spontanes netzwerk für improvisierte musik
sp ce. Verein zur Förderung von Kunst und Transdisziplinarität	752869720	19	MA7	Beschluss	2022	6000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Festivals Musik	Festival SUAL		sp ce. verein zur förderung von kunst und transdisziplinarität
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2023	30000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte) Musik	"posthuman social club | when we play
"		andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2024	15000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelnförderungen (Projekte) Musik	Posthuman social club Vol. 3 – in the dark		andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	BMKöS_BMWKMS	Beschluss	2024	12000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	BMKöS_BMWKMS	Beschluss	2023	7000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Projekte			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	BMKöS_BMWKMS	Beschluss	2022	6000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Projekte			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2025	15000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	MA7	Beschluss	2026	12000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
andother stage - Verein für künstlerische Forschung und transdiszplinäre Kunst	1140457008	5	BMKöS_BMWKMS	Beschluss	2026	12000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen  			andother stage - verein für künstlerische forschung und transdiszplinäre kunst
Kunstverein KLANGWERK	229841104	9	MA7	Beschluss	2025	2000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik	NoMaden des Seins in Wien		kunstverein klangwerk
Kunstverein KLANGWERK	229841104	9	MA7	Beschluss	2024	3000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Einzelförderungen (Projekte) Musik	NoMaden des Seins in Wien		kunstverein klangwerk
Kunstverein KLANGWERK	229841104	9	MA7	Beschluss	2023	3000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelförderungen (Projekte) Musik	NoMaden des Seins in Wien		kunstverein klangwerk
Kunstverein KLANGWERK	229841104	9	MA7	Beschluss	2022	2000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Einzelförderungen (Projekte) Musik	Musikalische Momente in Wien 		kunstverein klangwerk
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	MA7	Beschluss	2024	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelförderungen (Projekte) Musik	Wienkonzerte (Mühlbacher's USW. … Wege zur Vierten)		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	MA7	Beschluss	2023	9000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensembles Musik	Projektförderung Christoph Cech Jazz Orchestra Project (CCJOP) / Stageband im Porgy & Bess		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	MA7	Beschluss	2022	9000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Orchester & Ensembles Musik	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	BMKöS_BMWKMS	Beschluss	2022	26000.0	Kunst- und Kulturbericht des Bundes 2022	ausbezahlt: Musikförderung Jahresprogramme	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	BMKöS_BMWKMS	Beschluss	2023	26000.0	Kunst- und Kulturbericht des Bundes 2023	ausbezahlt: Musikförderung Jahresprogramme	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	BMKöS_BMWKMS	Beschluss	2024	27000.0	Kunst- und Kulturbericht des Bundes 2024	ausbezahlt: Musikförderung Jahresprogramme	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	BMKöS_BMWKMS	Beschluss	2025	27000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	BMKöS_BMWKMS	Beschluss	2026	54000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	MA7	Beschluss	2026	5000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
Verein zur Verbreitung zeitgenössischer österreichischer Bigbandmusik	60291069	4	MA7	Beschluss	2025	6000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik	Christoph Cech JazzOrchestra Project CC JOP		verein zur verbreitung zeitgenössischer österreichischer bigbandmusik
ensemble N - Verein und Ensemble für zeitgenössische Musik	1612878478	10	MA7	Beschluss	2024	8000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2024	ausbezahlt: Orchester & Ensembles Musik	ILLUSIONEN – Konzertreihe im 1. Halbjahr 2024 | RECURRENCES – Konzertreihe im 2. Halbjahr 2024		ensemble n - verein und ensemble für zeitgenössische musik
ExMachinisMusicae: Verein zur Förderung von transdisziplinärer, transkultureller\nund transmedialer Kunst	1961147729	13	MA7	Beschluss	2025	3000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			exmachinismusicae: verein zur förderung von transdisziplinärer, transkultureller\nund transmedialer kunst
ExMachinisMusicae: Verein zur Förderung von transdisziplinärer, transkultureller\nund transmedialer Kunst	1961147729	13	MA7	Beschluss	2025	1500.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			exmachinismusicae: verein zur förderung von transdisziplinärer, transkultureller\nund transmedialer kunst
ExMachinisMusicae: Verein zur Förderung von transdisziplinärer, transkultureller\nund transmedialer Kunst	1961147729	13	MA7	Beschluss	2026	4000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Kulturinitiativen			exmachinismusicae: verein zur förderung von transdisziplinärer, transkultureller\nund transmedialer kunst
Peer to Peer - Verein zur Förderung und Verbreitung experimenteller Musik  interdisziplinärer Kunstformate und Diskurs	1254357283	20	MA7	Beschluss	2026	38350.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik			peer to peer - verein zur förderung und verbreitung experimenteller musik  interdisziplinärer kunstformate und diskurs
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	MA7	Beschluss	2025	9000.0	Transparenzportal IFG 2025	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik		Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	MA7	Beschluss	2025	8000.0	Transparenzportal IFG 2025	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	MA7	Beschluss	2026	8000.0	Transparenzportal IFG 2026	ausbezahlt: Förderung von Einzelvorhaben und Jahrestätigkeiten im Bereich der Musik		Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
Floating Sound Gallery Vienna, Verein zur Förderung von Kunst und Kultur	1534373870	20	MA7	Beschluss	2026	16000.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen		Floating Sound Gallery Vienna	floating sound gallery vienna, verein zur förderung von kunst und kultur
"Simon Herbert Waldhör 
"	[Einzelperson]	[Einzelperson]	MA7	Beschluss	2022	3500.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2022	ausbezahlt: Einzelnförderungen (Projekte)	Club-Eventreihe Augend&Addend – Undoing the equation		
"Simon Herbert Waldhör 
"	[Einzelperson]	[Einzelperson]	MA7	Beschluss	2023	4000.0	Kunst- Kultur- und Wissenschaftsbericht der Stadt Wien 2023	ausbezahlt: Einzelnförderungen (Projekte)	Augend&Addend – Undoing the equation		
AUGEND&ADDEND - Verein zur Förderung und Erweiterung transformativer\nKlangräume und queerer Clubkultur	1799027468	16	BMKöS	Beschluss	2026	9500.0	Transparenzportal IFG 2026	ausbezahlt: Musik Förderung von Vereinen, vergleichbaren Einrichtungen und Einzelpersonen 		Augend&Addend	augend&addend - verein zur förderung und erweiterung transformativer\nklangräume und queerer clubkultur
